instance,lower_bound,expected,calculated,difference,status
../instances/jupiter/graph_772.txt,3,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_778.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_802.txt,3,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_804.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_811.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_830.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_840.txt,3,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_848.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_861.txt,3,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_863.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_866.txt,3,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_888.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_912.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_924.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_926.txt,3,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_933.txt,3,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_934.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_935.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_940.txt,3,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_953.txt,3,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_959.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_986.txt,3,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_992.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_993.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_1013.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_1044.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_1048.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_1049.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_1062.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_1067.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_1068.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_1073.txt,3,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_1080.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_1085.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_1105.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_1110.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_1115.txt,3,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_1172.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_1177.txt,3,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_1190.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_1204.txt,3,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_1217.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_1218.txt,3,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_1221.txt,3,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_1227.txt,3,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_1262.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_1263.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_1279.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_1298.txt,3,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_1303.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_1317.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_1378.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_1388.txt,3,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_1391.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_1417.txt,3,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_1449.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_1467.txt,3,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_1473.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_1480.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_1485.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_1493.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_1506.txt,3,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_1511.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_1518.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_1535.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_1537.txt,3,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_1538.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_1541.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_1561.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_1570.txt,3,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_1609.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_1642.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_1663.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_1682.txt,3,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_1702.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_1738.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_1752.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_1766.txt,3,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_1769.txt,3,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_1772.txt,3,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_1777.txt,3,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_1778.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_1793.txt,3,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_1797.txt,3,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_1807.txt,3,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_1810.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_1827.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_1837.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_2063.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_2074.txt,3,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_2078.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_2083.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_2103.txt,3,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_2105.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_2106.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_2108.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_2150.txt,3,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_2177.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_2180.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_2221.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_2229.txt,3,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_2244.txt,3,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_2245.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_2265.txt,3,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_2273.txt,3,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_2295.txt,3,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_2331.txt,3,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_2333.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_2337.txt,3,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_2338.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_2340.txt,3,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_2349.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_2351.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_2377.txt,3,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_2382.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_2387.txt,3,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_2409.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_2424.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_2430.txt,3,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_2434.txt,3,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_2461.txt,3,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_2475.txt,3,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_2478.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_2493.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_2524.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_2537.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_2546.txt,3,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_2553.txt,3,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_2558.txt,3,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_2559.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_2565.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_2573.txt,3,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_2617.txt,3,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_2655.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_2733.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_2734.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_2753.txt,2,3.0,,Infinity,MISMATCH
../instances/jupiter/graph_2757.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_2762.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_2782.txt,3,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_2798.txt,3,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_2801.txt,3,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_2816.txt,3,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_2830.txt,3,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_2868.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_2884.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_2887.txt,3,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_2890.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_2897.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_2928.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_2961.txt,3,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_3012.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_3041.txt,3,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_3065.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_3101.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_3127.txt,3,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_3138.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_3147.txt,3,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_3157.txt,3,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_3176.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_3203.txt,3,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_3227.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_3244.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_3296.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_3328.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_3337.txt,3,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_3352.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_3384.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_3413.txt,3,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_3415.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_3431.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_3432.txt,3,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_3473.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_3483.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_3487.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_3494.txt,3,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_3498.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_3506.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_3535.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_3564.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_3579.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_3612.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_3639.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_3665.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_3671.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_3679.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_3778.txt,3,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_3794.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_3812.txt,3,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_3813.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_3922.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_3931.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_3940.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_3941.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_4009.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_4010.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_4041.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_4042.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_4075.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_4173.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_4178.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_4190.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_4193.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_4213.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_4224.txt,3,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_4254.txt,3,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_4262.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_4353.txt,3,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_4366.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_4393.txt,3,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_4405.txt,3,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_4420.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_4422.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_4477.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_4485.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_4490.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_4494.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_4506.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_4516.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_4535.txt,3,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_4559.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_4639.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_4652.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_4656.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_4685.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_4709.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_4714.txt,3,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_4739.txt,3,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_4759.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_4778.txt,3,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_4790.txt,3,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_4808.txt,3,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_4835.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_4883.txt,3,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_4907.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_4911.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_4913.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_4914.txt,3,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_4936.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_4958.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_4985.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_5002.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_5030.txt,3,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_5062.txt,3,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_5101.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_5153.txt,3,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_5155.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_5161.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_5163.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_5165.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_5171.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_5177.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_5185.txt,3,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_5199.txt,3,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_5230.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_5252.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_5271.txt,3,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_5288.txt,3,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_5294.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_5306.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_5321.txt,3,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_5334.txt,3,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_5345.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_5353.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_5369.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_5376.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_5388.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_5393.txt,3,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_5406.txt,3,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_5415.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_5465.txt,3,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_5505.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_5540.txt,3,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_5543.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_5546.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_5549.txt,3,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_5563.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_5577.txt,3,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_5609.txt,3,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_5645.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_5651.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_5674.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_5702.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_5705.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_5730.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_5753.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_5769.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_5783.txt,3,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_5786.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_5788.txt,3,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_5812.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_5906.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_5970.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_5989.txt,3,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_6032.txt,3,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_6067.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_6097.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_6123.txt,3,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_6146.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_6149.txt,3,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_6151.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_6183.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_6198.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_6199.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_6204.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_6205.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_6262.txt,3,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_6270.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_6277.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_6308.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_6315.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_6319.txt,2,3.0,4.0,1.0,MISMATCH
